Player,Season,N_teams
Daniel Carcillo,2009,2
Daniel Carcillo,2010,1
Daniel Carcillo,2011,1
Daniel Carcillo,2012,1
Daniel Carcillo,2013,1
Daniel Carcillo,2014,2
Daniel Carcillo,2015,1
Daniel Carr,2016,1
Daniel Carr,2017,1
Daniel Carr,2018,1
Daniel Carr,2019,1
Daniel Carr,2020,1
Daniel Carr,2021,1
Daniel Catenacci,2016,1
Daniel Catenacci,2018,1
Daniel Cleary,2006,1
Daniel Cleary,2007,1
Daniel Cleary,2008,1
Daniel Cleary,2009,1
Daniel Cleary,2010,1
Daniel Cleary,2011,1
Daniel Cleary,2012,1
Daniel Cleary,2013,1
Daniel Cleary,2014,1
Daniel Cleary,2015,1
Daniel Paille,2006,1
Daniel Paille,2007,1
Daniel Paille,2008,1
Daniel Paille,2009,1
Daniel Paille,2010,2
Daniel Paille,2011,1
Daniel Paille,2012,1
Daniel Paille,2013,1
Daniel Paille,2014,1
Daniel Paille,2015,1
Daniel Paille,2016,1
Daniel Sedin*,2006,1
Daniel Sedin*,2007,1
Daniel Sedin*,2008,1
Daniel Sedin*,2009,1
Daniel Sedin*,2010,1
Daniel Sedin*,2011,1
Daniel Sedin*,2012,1
Daniel Sedin*,2013,1
Daniel Sedin*,2014,1
Daniel Sedin*,2015,1
Daniel Sedin*,2016,1
Daniel Sedin*,2017,1
Daniel Sedin*,2018,1
Daniel Sprong,2016,1
Daniel Sprong,2018,1
Daniel Sprong,2019,2
Daniel Sprong,2020,1
Daniel Sprong,2021,1
Daniel Sprong,2022,2
Daniel Sprong,2023,1
Daniel Taylor,2008,1
Daniel Taylor,2013,1
Daniel Taylor,2018,1
Daniel Tjärnqvist,2006,1
Daniel Tjärnqvist,2007,1
Daniel Tjärnqvist,2009,1
Daniel Vladař,2021,1
Daniel Vladař,2022,1
Daniel Vladař,2023,1
Daniel Walcott,2021,1
Daniel Winnik,2008,1
Daniel Winnik,2009,1
Daniel Winnik,2010,1
Daniel Winnik,2011,1
Daniel Winnik,2012,2
Daniel Winnik,2013,1
Daniel Winnik,2014,1
Daniel Winnik,2015,2
Daniel Winnik,2016,2
Daniel Winnik,2017,1
Daniel Winnik,2018,1
Daniil Gushchin,2023,1
Daniil Miromanov,2022,1
Daniil Miromanov,2023,1
Daniil Tarasov,2015,1
Daniil Tarasov,2022,1
Daniil Tarasov,2023,1
Danil Yurtaykin,2020,1
Danny Biega,2015,1
Danny Bois,2007,1
Danny DeKeyser,2013,1
Danny DeKeyser,2014,1
Danny DeKeyser,2015,1
Danny DeKeyser,2016,1
Danny DeKeyser,2017,1
Danny DeKeyser,2018,1
Danny DeKeyser,2019,1
Danny DeKeyser,2020,1
Danny DeKeyser,2021,1
Danny DeKeyser,2022,1
Danny Irmen,2010,1
Danny Markov,2006,1
Danny Markov,2007,1
Danny O'Regan,2017,1
Danny O'Regan,2018,2
Danny O'Regan,2019,1
Danny O'Regan,2022,1
Danny Richmond,2006,2
Danny Richmond,2007,1
Danny Richmond,2008,1
Danny Syvret,2006,1
Danny Syvret,2007,1
Danny Syvret,2009,1
Danny Syvret,2010,1
Danny Syvret,2011,2
Dante Fabbro,2019,1
Dante Fabbro,2020,1
Dante Fabbro,2021,1
Dante Fabbro,2022,1
Dante Fabbro,2023,1
Danton Heinen,2017,1
Danton Heinen,2018,1
Danton Heinen,2019,1
Danton Heinen,2020,2
Danton Heinen,2021,1
Danton Heinen,2022,1
Danton Heinen,2023,1
Dany Heatley,2006,1
Dany Heatley,2007,1
Dany Heatley,2008,1
Dany Heatley,2009,1
Dany Heatley,2010,1
Dany Heatley,2011,1
Dany Heatley,2012,1
Dany Heatley,2013,1
Dany Heatley,2014,1
Dany Heatley,2015,1
Dany Sabourin,2006,1
Dany Sabourin,2007,1
Dany Sabourin,2008,1
Dany Sabourin,2009,1
Darcy Campbell,2007,1
Darcy Hordichuk,2006,1
Darcy Hordichuk,2007,1
Darcy Hordichuk,2008,1
Darcy Hordichuk,2009,1
Darcy Hordichuk,2010,1
Darcy Hordichuk,2011,1
Darcy Hordichuk,2012,1
Darcy Hordichuk,2013,1
Darcy Kuemper,2013,1
Darcy Kuemper,2014,1
Darcy Kuemper,2015,1
Darcy Kuemper,2016,1
Darcy Kuemper,2017,1
Darcy Kuemper,2018,2
Darcy Kuemper,2019,1
Darcy Kuemper,2020,1
Darcy Kuemper,2021,1
Darcy Kuemper,2022,1
Darcy Kuemper,2023,1
Darcy Tucker,2006,1
Darcy Tucker,2007,1
Darcy Tucker,2008,1
Darcy Tucker,2009,1
Darcy Tucker,2010,1
Darius Kasparaitis,2006,1
Darius Kasparaitis,2007,1
Darnell Nurse,2015,1
Darnell Nurse,2016,1
Darnell Nurse,2017,1
Darnell Nurse,2018,1
Darnell Nurse,2019,1
Darnell Nurse,2020,1
Darnell Nurse,2021,1
Darnell Nurse,2022,1
Darnell Nurse,2023,1
Darren Archibald,2014,1
Darren Archibald,2018,1
Darren Archibald,2019,2
Darren Dietz,2016,1
Darren Haydar,2007,1
Darren Haydar,2008,1
Darren Haydar,2010,1
Darren Helm,2008,1
Darren Helm,2009,1
Darren Helm,2010,1
Darren Helm,2011,1
Darren Helm,2012,1
Darren Helm,2013,1
Darren Helm,2014,1
Darren Helm,2015,1
Darren Helm,2016,1
Darren Helm,2017,1
Darren Helm,2018,1
Darren Helm,2019,1
Darren Helm,2020,1
Darren Helm,2021,1
Darren Helm,2022,1
Darren Helm,2023,1
Darren Langdon,2006,1
Darren McCarty,2006,1
Darren McCarty,2007,1
Darren McCarty,2008,1
Darren McCarty,2009,1
Darren Raddysh,2022,1
Darren Raddysh,2023,1
Darren Reid,2006,1
Darren Reid,2007,1
Darroll Powe,2009,1
Darroll Powe,2010,1
Darroll Powe,2011,1
Darroll Powe,2012,1
Darroll Powe,2013,2
Darroll Powe,2014,1
Darryl Bootland,2007,1
Darryl Bootland,2008,1
Darryl Boyce,2008,1
Darryl Boyce,2011,1
Darryl Boyce,2012,2
Darryl Sydor,2006,1
Darryl Sydor,2007,1
Darryl Sydor,2008,1
Darryl Sydor,2009,2
Darryl Sydor,2010,1
Dave Andreychuk*,2006,1
Dave Bolland,2007,1
Dave Bolland,2008,1
Dave Bolland,2009,1
Dave Bolland,2010,1
Dave Bolland,2011,1
Dave Bolland,2012,1
Dave Bolland,2013,1
Dave Bolland,2014,1
Dave Bolland,2015,1
Dave Bolland,2016,1
Dave Gust,2023,1
Dave Moss,2007,1
Dave Moss,2008,1
Dave Moss,2009,1
Dave Moss,2010,1
Dave Moss,2011,1
Dave Moss,2012,1
Dave Moss,2013,1
Dave Moss,2014,1
Dave Moss,2015,1
Dave Scatchard,2006,2
Dave Scatchard,2007,1
Dave Scatchard,2010,1
Dave Scatchard,2011,1
David Aebischer,2006,2
David Aebischer,2007,1
David Aebischer,2008,1
David Ayres,2020,1
David Backes,2007,1
David Backes,2008,1
David Backes,2009,1
David Backes,2010,1
David Backes,2011,1
David Backes,2012,1
David Backes,2013,1
David Backes,2014,1
David Backes,2015,1
David Backes,2016,1
David Backes,2017,1
David Backes,2018,1
David Backes,2019,1
David Backes,2020,2
David Backes,2021,1
David Booth,2007,1
David Booth,2008,1
David Booth,2009,1
David Booth,2010,1
David Booth,2011,1
David Booth,2012,2
David Booth,2013,1
David Booth,2014,1
David Booth,2015,1
David Booth,2018,1
David Brine,2008,1
David Broll,2014,1
David Clarkson,2007,1
David Clarkson,2008,1
David Clarkson,2009,1
David Clarkson,2010,1
David Clarkson,2011,1
David Clarkson,2012,1
David Clarkson,2013,1
David Clarkson,2014,1
David Clarkson,2015,2
David Clarkson,2016,1
David Desharnais,2010,1
David Desharnais,2011,1
David Desharnais,2012,1
David Desharnais,2013,1
David Desharnais,2014,1
David Desharnais,2015,1
David Desharnais,2016,1
David Desharnais,2017,2
David Desharnais,2018,1
David Dziurzynski,2013,1
David Dziurzynski,2016,1
David Farrance,2021,1
David Gove,2006,1
David Gove,2007,1
David Gustafsson,2020,1
David Gustafsson,2021,1
David Gustafsson,2022,1
David Gustafsson,2023,1
David Hale,2006,1
David Hale,2007,2
David Hale,2008,1
David Hale,2009,1
David Hale,2010,1
David Hale,2011,1
David Jiříček,2023,1
David Jones,2008,1
David Jones,2009,1
David Jones,2010,1
David Jones,2011,1
David Jones,2012,1
David Jones,2013,1
David Jones,2014,1
David Jones,2015,1
David Jones,2016,2
David Kaše,2020,1
David Kaše,2021,1
David Kočí,2007,1
David Kočí,2008,1
David Kočí,2009,2
David Kočí,2010,1
David Kočí,2011,1
David Krejčí,2007,1
David Krejčí,2008,1
David Krejčí,2009,1
David Krejčí,2010,1
David Krejčí,2011,1
David Krejčí,2012,1
David Krejčí,2013,1
David Krejčí,2014,1
David Krejčí,2015,1
David Krejčí,2016,1
David Krejčí,2017,1
David Krejčí,2018,1
David Krejčí,2019,1
David Krejčí,2020,1
David Krejčí,2021,1
David Krejčí,2023,1
David Kämpf,2018,1
David Kämpf,2019,1
David Kämpf,2020,1
David Kämpf,2021,1
David Kämpf,2022,1
David Kämpf,2023,1
David Laliberte,2010,1
David LeNeveu,2006,1
David LeNeveu,2007,1
David LeNeveu,2011,1
David Legwand,2006,1
David Legwand,2007,1
David Legwand,2008,1
David Legwand,2009,1
David Legwand,2010,1
David Legwand,2011,1
David Legwand,2012,1
David Legwand,2013,1
David Legwand,2014,2
David Legwand,2015,1
David Legwand,2016,1
David Liffiton,2006,1
David Liffiton,2007,1
David Liffiton,2011,1
David McIntyre,2012,1
David Musil,2015,1
David Oliver,2006,1
David Pastrňák,2015,1
David Pastrňák,2016,1
David Pastrňák,2017,1
David Pastrňák,2018,1
David Pastrňák,2019,1
David Pastrňák,2020,1
David Pastrňák,2021,1
David Pastrňák,2022,1
David Pastrňák,2023,1
David Perron,2008,1
David Perron,2009,1
David Perron,2010,1
David Perron,2011,1
David Perron,2012,1
David Perron,2013,1
David Perron,2014,1
David Perron,2015,2
David Perron,2016,2
David Perron,2017,1
David Perron,2018,1
David Perron,2019,1
David Perron,2020,1
David Perron,2021,1
David Perron,2022,1
David Perron,2023,1
David Printz,2006,1
David Printz,2007,1
David Rittich,2017,1
David Rittich,2018,1
David Rittich,2019,1
David Rittich,2020,1
David Rittich,2021,2
David Rittich,2022,1
David Rittich,2023,1
David Rundblad,2012,2
David Rundblad,2013,1
David Rundblad,2014,2
David Rundblad,2015,1
David Rundblad,2016,1
David Savard,2012,1
David Savard,2013,1
David Savard,2014,1
David Savard,2015,1
David Savard,2016,1
David Savard,2017,1
David Savard,2018,1
David Savard,2019,1
David Savard,2020,1
David Savard,2021,2
David Savard,2022,1
David Savard,2023,1
David Schlemko,2009,1
David Schlemko,2010,1
David Schlemko,2011,1
David Schlemko,2012,1
David Schlemko,2013,1
David Schlemko,2014,1
David Schlemko,2015,3
David Schlemko,2016,1
David Schlemko,2017,1
David Schlemko,2018,1
David Schlemko,2019,1
David Sloane,2009,1
David Steckel,2006,1
David Steckel,2007,1
David Steckel,2008,1
David Steckel,2009,1
David Steckel,2010,1
David Steckel,2011,2
David Steckel,2012,1
David Steckel,2013,2
David Steckel,2014,1
David Tanabe,2006,2
David Tanabe,2007,1
David Tanabe,2008,1
David Ullström,2012,1
David Ullström,2013,1
David Van Der Gulik,2009,1
David Van Der Gulik,2011,1
David Van Der Gulik,2012,1
David Van Der Gulik,2013,1
David Van Der Gulik,2014,1
David Van Der Gulik,2015,1
David Výborný,2006,1
David Výborný,2007,1
David Výborný,2008,1
David Warsofsky,2014,1
David Warsofsky,2015,1
David Warsofsky,2016,2
David Warsofsky,2017,1
David Warsofsky,2018,1
David Wolf,2015,1
Davis Drewiske,2009,1
Davis Drewiske,2010,1
Davis Drewiske,2011,1
Davis Drewiske,2012,1
Davis Drewiske,2013,2
Dawson Mercer,2022,1
Dawson Mercer,2023,1
Daymond Langkow,2006,1
Daymond Langkow,2007,1
Daymond Langkow,2008,1
Daymond Langkow,2009,1
Daymond Langkow,2010,1
Daymond Langkow,2011,1
Daymond Langkow,2012,1
Dean Arsene,2010,1
Dean Kukan,2016,1
Dean Kukan,2018,1
Dean Kukan,2019,1
Dean Kukan,2020,1
Dean Kukan,2021,1
Dean Kukan,2022,1
Dean McAmmond,2006,1
Dean McAmmond,2007,1
Dean McAmmond,2008,1
Dean McAmmond,2009,2
Dean McAmmond,2010,1
Declan Chisholm,2022,1
Denis Arkhipov,2007,1
Denis Gauthier,2006,2
Denis Gauthier,2007,1
Denis Gauthier,2009,1
Denis Grebeshkov,2006,2
Denis Grebeshkov,2008,1
Denis Grebeshkov,2009,1
Denis Grebeshkov,2010,2
Denis Grebeshkov,2014,1
Denis Gurianov,2017,1
Denis Gurianov,2019,1
Denis Gurianov,2020,1
Denis Gurianov,2021,1
Denis Gurianov,2022,1
Denis Gurianov,2023,2
Denis Hamel,2006,1
Denis Hamel,2007,3
Denis Malgin,2017,1
Denis Malgin,2018,1
Denis Malgin,2019,1
Denis Malgin,2020,2
Denis Malgin,2023,2
Denis Tolpeko,2008,1
Dennis Cholowski,2019,1
Dennis Cholowski,2020,1
Dennis Cholowski,2021,1
Dennis Cholowski,2022,2
Dennis Cholowski,2023,1
Dennis Everberg,2015,1
Dennis Everberg,2016,1
Dennis Gilbert,2019,1
Dennis Gilbert,2020,1
Dennis Gilbert,2021,1
Dennis Gilbert,2023,1
Dennis Rasmussen,2016,1
Dennis Rasmussen,2017,1
Dennis Rasmussen,2018,1
Dennis Seidenberg,2006,2
Dennis Seidenberg,2007,2
Dennis Seidenberg,2008,1
Dennis Seidenberg,2009,1
Dennis Seidenberg,2010,2
Dennis Seidenberg,2011,1
Dennis Seidenberg,2012,1
Dennis Seidenberg,2013,1
Dennis Seidenberg,2014,1
Dennis Seidenberg,2015,1
Dennis Seidenberg,2016,1
Dennis Seidenberg,2017,1
Dennis Seidenberg,2018,1
Dennis Wideman,2006,1
Dennis Wideman,2007,2
Dennis Wideman,2008,1
Dennis Wideman,2009,1
Dennis Wideman,2010,1
Dennis Wideman,2011,2
Dennis Wideman,2012,1
Dennis Wideman,2013,1
Dennis Wideman,2014,1
Dennis Wideman,2015,1
Dennis Wideman,2016,1
Dennis Wideman,2017,1
Derek Armstrong,2006,1
Derek Armstrong,2007,1
Derek Armstrong,2008,1
Derek Armstrong,2009,1
Derek Armstrong,2010,1
Derek Boogaard,2006,1
Derek Boogaard,2007,1
Derek Boogaard,2008,1
Derek Boogaard,2009,1
Derek Boogaard,2010,1
Derek Boogaard,2011,1
Derek Dorsett,2009,1
Derek Dorsett,2010,1
Derek Dorsett,2011,1
Derek Dorsett,2012,1
Derek Dorsett,2013,1
Derek Dorsett,2014,1
Derek Dorsett,2015,1
Derek Dorsett,2016,1
Derek Dorsett,2017,1
Derek Dorsett,2018,1
Derek Forbort,2016,1
Derek Forbort,2017,1
Derek Forbort,2018,1
Derek Forbort,2019,1
Derek Forbort,2020,2
Derek Forbort,2021,1
Derek Forbort,2022,1
Derek Forbort,2023,1
Derek Grant,2013,1
Derek Grant,2014,1
Derek Grant,2016,1
Derek Grant,2017,2
Derek Grant,2018,1
Derek Grant,2019,2
Derek Grant,2020,2
Derek Grant,2021,1
Derek Grant,2022,1
Derek Grant,2023,1
Derek Joslin,2009,1
Derek Joslin,2010,1
Derek Joslin,2011,2
Derek Joslin,2012,1
Derek Joslin,2013,1
Derek MacKenzie,2006,1
Derek MacKenzie,2007,1
Derek MacKenzie,2008,1
Derek MacKenzie,2009,1
Derek MacKenzie,2010,1
Derek MacKenzie,2011,1
Derek MacKenzie,2012,1
Derek MacKenzie,2013,1
Derek MacKenzie,2014,1
Derek MacKenzie,2015,1
Derek MacKenzie,2016,1
Derek MacKenzie,2017,1
Derek MacKenzie,2018,1
Derek MacKenzie,2019,1
Derek Meech,2007,1
Derek Meech,2008,1
Derek Meech,2009,1
Derek Meech,2010,1
Derek Meech,2012,1
Derek Meech,2013,1
Derek Morris,2006,1
Derek Morris,2007,1
Derek Morris,2008,1
Derek Morris,2009,2
Derek Morris,2010,2
Derek Morris,2011,1
Derek Morris,2012,1
Derek Morris,2013,1
Derek Morris,2014,1
Derek Peltier,2009,1
Derek Peltier,2010,1
Derek Roy,2006,1
Derek Roy,2007,1
Derek Roy,2008,1
Derek Roy,2009,1
Derek Roy,2010,1
Derek Roy,2011,1
Derek Roy,2012,1
Derek Roy,2013,2
Derek Roy,2014,1
Derek Roy,2015,2
Derek Ryan,2016,1
Derek Ryan,2017,1
Derek Ryan,2018,1
Derek Ryan,2019,1
Derek Ryan,2020,1
Derek Ryan,2021,1
Derek Ryan,2022,1
Derek Ryan,2023,1
Derek Smith,2010,1
Derek Smith,2011,1
Derek Smith,2012,1
Derek Smith,2013,1
Derek Smith,2014,1
Derek Stepan,2011,1
Derek Stepan,2012,1
Derek Stepan,2013,1
Derek Stepan,2014,1
Derek Stepan,2015,1
Derek Stepan,2016,1
Derek Stepan,2017,1
Derek Stepan,2018,1
Derek Stepan,2019,1
Derek Stepan,2020,1
Derek Stepan,2021,1
Derek Stepan,2022,1
Derek Stepan,2023,1
Derek Whitmore,2012,1
Derian Hatcher,2006,1
Derian Hatcher,2007,1
Derian Hatcher,2008,1
Derick Brassard,2008,1
Derick Brassard,2009,1
Derick Brassard,2010,1
Derick Brassard,2011,1
Derick Brassard,2012,1
Derick Brassard,2013,2
Derick Brassard,2014,1
Derick Brassard,2015,1
Derick Brassard,2016,1
Derick Brassard,2017,1
Derick Brassard,2018,2
Derick Brassard,2019,3
Derick Brassard,2020,1
Derick Brassard,2021,1
Derick Brassard,2022,2
Derick Brassard,2023,1
Deron Quint,2007,1
Derrick Pouliot,2015,1
Derrick Pouliot,2016,1
Derrick Pouliot,2017,1
Derrick Pouliot,2018,1
Derrick Pouliot,2019,1
Derrick Pouliot,2020,1
Derrick Pouliot,2022,2
Derrick Pouliot,2023,1
Derrick Walser,2007,1
Deryk Engelland,2010,1
Deryk Engelland,2011,1
Deryk Engelland,2012,1
Deryk Engelland,2013,1
Deryk Engelland,2014,1
Deryk Engelland,2015,1
Deryk Engelland,2016,1
Deryk Engelland,2017,1
Deryk Engelland,2018,1
Deryk Engelland,2019,1
Deryk Engelland,2020,1
Devan Dubnyk,2010,1
Devan Dubnyk,2011,1
Devan Dubnyk,2012,1
Devan Dubnyk,2013,1
Devan Dubnyk,2014,2
Devan Dubnyk,2015,2
Devan Dubnyk,2016,1
Devan Dubnyk,2017,1
Devan Dubnyk,2018,1
Devan Dubnyk,2019,1
Devan Dubnyk,2020,1
Devan Dubnyk,2021,2
Devante Smith-Pelly,2012,1
Devante Smith-Pelly,2013,1
Devante Smith-Pelly,2014,1
Devante Smith-Pelly,2015,2
Devante Smith-Pelly,2016,2
Devante Smith-Pelly,2017,1
Devante Smith-Pelly,2018,1
Devante Smith-Pelly,2019,1
Devin Setoguchi,2008,1
Devin Setoguchi,2009,1
Devin Setoguchi,2010,1
Devin Setoguchi,2011,1
Devin Setoguchi,2012,1
Devin Setoguchi,2013,1
Devin Setoguchi,2014,1
Devin Setoguchi,2015,1
Devin Setoguchi,2017,1
Devin Shore,2016,1
Devin Shore,2017,1
Devin Shore,2018,1
Devin Shore,2019,2
Devin Shore,2020,2
Devin Shore,2021,1
Devin Shore,2022,1
Devin Shore,2023,1
Devon Levi,2023,1
Devon Toews,2019,1
Devon Toews,2020,1
Devon Toews,2021,1
Devon Toews,2022,1
Devon Toews,2023,1
Dick Tärnström,2006,2
Dick Tärnström,2008,2
Dillon Dubé,2019,1
Dillon Dubé,2020,1
Dillon Dubé,2021,1
Dillon Dubé,2022,1
Dillon Dubé,2023,1
Dillon Heatherington,2018,1
Dillon Heatherington,2019,1
Dillon Heatherington,2022,1
Dillon Heatherington,2023,1
Dillon Simpson,2017,1
Dimitri Patzold,2008,1
Dion Phaneuf,2006,1
Dion Phaneuf,2007,1
Dion Phaneuf,2008,1
Dion Phaneuf,2009,1
Dion Phaneuf,2010,2
Dion Phaneuf,2011,1
Dion Phaneuf,2012,1
Dion Phaneuf,2013,1
Dion Phaneuf,2014,1
Dion Phaneuf,2015,1
Dion Phaneuf,2016,2
Dion Phaneuf,2017,1
Dion Phaneuf,2018,2
Dion Phaneuf,2019,1
Dmitri Kalinin,2006,1
Dmitri Kalinin,2007,1
Dmitri Kalinin,2008,1
Dmitri Kalinin,2009,2
Dmitri Samorukov,2022,1
Dmitri Samorukov,2023,1
Dmitrij Jaškin,2013,1
Dmitrij Jaškin,2014,1
Dmitrij Jaškin,2015,1
Dmitrij Jaškin,2016,1
Dmitrij Jaškin,2017,1
Dmitrij Jaškin,2018,1
Dmitrij Jaškin,2019,1
Dmitrij Jaškin,2022,1
Dmitry Afanasenkov,2006,1
Dmitry Afanasenkov,2007,2
Dmitry Korobov,2014,1
Dmitry Kulikov,2010,1
Dmitry Kulikov,2011,1
Dmitry Kulikov,2012,1
Dmitry Kulikov,2013,1
Dmitry Kulikov,2014,1
Dmitry Kulikov,2015,1
Dmitry Kulikov,2016,1
Dmitry Kulikov,2017,1
Dmitry Kulikov,2018,1
Dmitry Kulikov,2019,1
Dmitry Kulikov,2020,1
Dmitry Kulikov,2021,2
Dmitry Kulikov,2022,1
Dmitry Kulikov,2023,2
Dmitry Orlov,2012,1
Dmitry Orlov,2013,1
Dmitry Orlov,2014,1
Dmitry Orlov,2016,1
Dmitry Orlov,2017,1
Dmitry Orlov,2018,1
Dmitry Orlov,2019,1
Dmitry Orlov,2020,1
Dmitry Orlov,2021,1
Dmitry Orlov,2022,1
Dmitry Orlov,2023,2
Dmytro Timashov,2020,2
Dmytro Timashov,2021,1
Dominic Moore,2006,1
Dominic Moore,2007,2
Dominic Moore,2008,2
Dominic Moore,2009,2
Dominic Moore,2010,2
Dominic Moore,2011,1
Dominic Moore,2012,2
Dominic Moore,2014,1
Dominic Moore,2015,1
Dominic Moore,2016,1
Dominic Moore,2017,1
Dominic Moore,2018,1
Dominic Toninato,2018,1
Dominic Toninato,2019,1
Dominic Toninato,2020,1
Dominic Toninato,2021,1
Dominic Toninato,2022,1
Dominic Toninato,2023,1
Dominic Turgeon,2018,1
Dominic Turgeon,2019,1
Dominik Hašek*,2006,1
Dominik Hašek*,2007,1
Dominik Hašek*,2008,1
Dominik Kahun,2019,1
Dominik Kahun,2020,2
Dominik Kahun,2021,1
Dominik Kubalík,2020,1
Dominik Kubalík,2021,1
Dominik Kubalík,2022,1
Dominik Kubalík,2023,1
Dominik Simon,2016,1
Dominik Simon,2017,1
Dominik Simon,2018,1
Dominik Simon,2019,1
Dominik Simon,2020,1
Dominik Simon,2021,1
Dominik Simon,2022,2
Dominik Uher,2015,1
Donald Brashear,2006,1
Donald Brashear,2007,1
Donald Brashear,2008,1
Donald Brashear,2009,1
Donald Brashear,2010,1
Donald MacLean,2006,1
Donald MacLean,2007,1
Doug Doull,2006,1
Doug Janik,2007,1
Doug Janik,2008,1
Doug Janik,2009,2
Doug Janik,2010,1
Doug Janik,2011,1
Doug Janik,2012,1
Doug O'Brien,2006,1
Doug Weight,2006,2
Doug Weight,2007,1
Doug Weight,2008,2
Doug Weight,2009,1
Doug Weight,2010,1
Doug Weight,2011,1
Dougie Hamilton,2013,1
Dougie Hamilton,2014,1
Dougie Hamilton,2015,1
Dougie Hamilton,2016,1
Dougie Hamilton,2017,1
Dougie Hamilton,2018,1
Dougie Hamilton,2019,1
Dougie Hamilton,2020,1
Dougie Hamilton,2021,1
Dougie Hamilton,2022,1
Dougie Hamilton,2023,1
Douglas Murray,2006,1
Douglas Murray,2007,1
Douglas Murray,2008,1
Douglas Murray,2009,1
Douglas Murray,2010,1
Douglas Murray,2011,1
Douglas Murray,2012,1
Douglas Murray,2013,2
Douglas Murray,2014,1
Drake Batherson,2019,1
Drake Batherson,2020,1
Drake Batherson,2021,1
Drake Batherson,2022,1
Drake Batherson,2023,1
Drake Caggiula,2017,1
Drake Caggiula,2018,1
Drake Caggiula,2019,2
Drake Caggiula,2020,1
Drake Caggiula,2021,2
Drake Caggiula,2022,1
Drake Caggiula,2023,1
Drake Rymsha,2021,1
Drayson Bowman,2010,1
Drayson Bowman,2011,1
Drayson Bowman,2012,1
Drayson Bowman,2013,1
Drayson Bowman,2014,1
Drayson Bowman,2015,1
Drew Bagnall,2011,1
Drew Doughty,2009,1
Drew Doughty,2010,1
Drew Doughty,2011,1
Drew Doughty,2012,1
Drew Doughty,2013,1
Drew Doughty,2014,1
Drew Doughty,2015,1
Drew Doughty,2016,1
Drew Doughty,2017,1
Drew Doughty,2018,1
Drew Doughty,2019,1
Drew Doughty,2020,1
Drew Doughty,2021,1
Drew Doughty,2022,1
Drew Doughty,2023,1
Drew Fata,2007,1
Drew Fata,2008,1
Drew Helleson,2023,1
Drew Larman,2007,1
Drew Larman,2008,1
Drew Larman,2010,1
Drew LeBlanc,2013,1
Drew MacIntyre,2008,1
Drew MacIntyre,2012,1
Drew MacIntyre,2014,1
Drew Miller,2008,1
Drew Miller,2009,1
Drew Miller,2010,2
Drew Miller,2011,1
Drew Miller,2012,1
Drew Miller,2013,1
Drew Miller,2014,1
Drew Miller,2015,1
Drew Miller,2016,1
Drew Miller,2017,1
Drew O'Connor,2021,1
Drew O'Connor,2022,1
Drew O'Connor,2023,1
Drew Shore,2013,1
Drew Shore,2014,1
Drew Shore,2015,1
Drew Shore,2016,1
Drew Shore,2017,1
Drew Shore,2021,1
Drew Stafford,2007,1
Drew Stafford,2008,1
Drew Stafford,2009,1
Drew Stafford,2010,1
Drew Stafford,2011,1
Drew Stafford,2012,1
Drew Stafford,2013,1
Drew Stafford,2014,1
Drew Stafford,2015,2
Drew Stafford,2016,1
Drew Stafford,2017,2
Drew Stafford,2018,1
Drew Stafford,2019,1
Dryden Hunt,2018,1
Dryden Hunt,2019,1
Dryden Hunt,2020,1
Dryden Hunt,2021,1
Dryden Hunt,2022,1
Dryden Hunt,2023,3
Duncan Keith,2006,1
Duncan Keith,2007,1
Duncan Keith,2008,1
Duncan Keith,2009,1
Duncan Keith,2010,1
Duncan Keith,2011,1
Duncan Keith,2012,1
Duncan Keith,2013,1
Duncan Keith,2014,1
Duncan Keith,2015,1
Duncan Keith,2016,1
Duncan Keith,2017,1
Duncan Keith,2018,1
Duncan Keith,2019,1
Duncan Keith,2020,1
Duncan Keith,2021,1
Duncan Keith,2022,1
Duncan Milroy,2007,1
Duncan Siemens,2015,1
Duncan Siemens,2017,1
Duncan Siemens,2018,1
Dustin Boyd,2007,1
Dustin Boyd,2008,1
Dustin Boyd,2009,1
Dustin Boyd,2010,2
Dustin Boyd,2011,1
Dustin Brown,2006,1
Dustin Brown,2007,1
Dustin Brown,2008,1
Dustin Brown,2009,1
Dustin Brown,2010,1
Dustin Brown,2011,1
Dustin Brown,2012,1
Dustin Brown,2013,1
Dustin Brown,2014,1
Dustin Brown,2015,1
Dustin Brown,2016,1
Dustin Brown,2017,1
Dustin Brown,2018,1
Dustin Brown,2019,1
Dustin Brown,2020,1
Dustin Brown,2021,1
Dustin Brown,2022,1
Dustin Byfuglien,2006,1
Dustin Byfuglien,2007,1
Dustin Byfuglien,2008,1
Dustin Byfuglien,2009,1
Dustin Byfuglien,2010,1
Dustin Byfuglien,2011,1
Dustin Byfuglien,2012,1
Dustin Byfuglien,2013,1
Dustin Byfuglien,2014,1
Dustin Byfuglien,2015,1
Dustin Byfuglien,2016,1
Dustin Byfuglien,2017,1
Dustin Byfuglien,2018,1
Dustin Byfuglien,2019,1
Dustin Jeffrey,2009,1
Dustin Jeffrey,2010,1
Dustin Jeffrey,2011,1
Dustin Jeffrey,2012,1
Dustin Jeffrey,2013,1
Dustin Jeffrey,2014,2
Dustin Jeffrey,2016,1
Dustin Kohn,2010,1
Dustin Penner,2006,1
Dustin Penner,2007,1
Dustin Penner,2008,1
Dustin Penner,2009,1
